# # # # # # # # # # # # # # # # # # # # # Date		CASH		BOND L		BOND NL		EQT		GOVI		ETF		OTHERS
20180904.00	784938.55	3870264.13	688455.35	2270292.67	 94139.00	345662.43	 59179.65
20180905.00	684525.83	3879136.51	789304.35	2266915.79	 94733.00	346767.56	 60140.52
20180906.00	684525.83	3887680.24	789413.35	2267401.05	 95210.00	345781.78	 60596.67
20180907.00	206174.66	3884107.34	789035.72	2275473.53	572280.00	345159.78	 61397.46
20180910.00	216663.91	3888050.59	789180.72	2289684.07	575538.00	351731.60	 62806.71
20180911.00	216711.91	3893984.59	788455.72	2292388.22	575358.00	350680.26	 63276.43
20180912.00	216711.91	3883616.45	790440.72	2310835.84	574524.00	352349.87	 63750.04
20180913.00	117989.18	3967517.95	790428.72	2311820.69	574812.00	351572.77	 62946.46
20180914.00	117989.18	3955223.65	790056.85	2320132.42	574098.00	351977.49	 63420.12
20180917.00	119033.62	3955855.40	790264.85	2320871.20	576594.00	353842.53	 63796.63
